Serial_Num,Year,Num,Basin,Sub_basin,Name,ISO_time,Nature,Latitude,Longitude,Wind(WMO),Pres(WMO),Center,Wind(WMO) Percentile,Pres(WMO) Percentile,Track_type
2005041S13181,2005,07, SP, MM,OLAF,2005-02-17 12:00:00, NR,-17.70,-166.60,110.0,  920.0,nadi,  97.441,  97.738,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-17 18:00:00, NR,-18.40,-165.80,110.0,  920.0,nadi,  97.441,  97.738,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-18 00:00:00, NR,-19.80,-164.30,100.0,  925.0,nadi,  95.074,  96.410,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-18 06:00:00, NR,-21.30,-162.80, 95.0,  930.0,nadi,  94.082,  95.626,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-18 12:00:00, NR,-23.20,-161.80, 90.0,  940.0,nadi,  90.723,  92.428,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-18 18:00:00, NR,-25.00,-160.90, 80.0,  950.0,nadi,  85.253,  88.989,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-19 00:00:00, NR,-26.50,-160.50, 75.0,  970.0,wellington,  87.926,  80.343,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-19 06:00:00, NR,-28.00,-160.00, 65.0,  976.0,wellington,  80.732,  74.981,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-19 12:00:00, NR,-29.60,-161.00, 60.0,  978.0,wellington,  75.728,  74.584,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-19 18:00:00, NR,-31.00,-161.50, 60.0,  981.0,wellington,  75.728,  67.672,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-20 00:00:00, NR,-32.00,-161.00, 60.0,  980.0,wellington,  75.728,  67.833,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-20 06:00:00, NR,-34.00,-162.00, 45.0,  980.0,wellington,  53.174,  67.833,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-20 12:00:00, NR,-35.00,-162.00, 40.0,  981.0,wellington,  37.989,  67.672,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-20 18:00:00, NR,-37.00,-163.00, 45.0,  978.0,wellington,  53.174,  74.584,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-21 00:00:00, NR,-38.00,-162.50, 50.0,  977.0,wellington,  59.933,  74.870,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-21 06:00:00, NR,-39.00,-160.00, 50.0,  978.0,wellington,  59.933,  74.584,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-21 12:00:00, NR,-41.00,-159.00, 50.0,  980.0,wellington,  59.933,  67.833,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-21 18:00:00, NR,-44.00,-157.00, 50.0,  985.0,wellington,  59.933,  59.916,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-22 00:00:00, NR,-45.00,-156.00, 50.0,  985.0,wellington,  59.933,  59.916,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-22 06:00:00, NR,-45.00,-155.00, 50.0,  968.0,wellington,  59.933,  84.177,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-22 12:00:00, NR,-46.00,-152.00, 55.0,  977.0,wellington,  68.297,  74.870,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-22 18:00:00, NR,-47.00,-149.00, 55.0,  981.0,wellington,  68.297,  67.672,main
2005041S13181,2005,07, SP, MM,OLAF,2005-02-23 00:00:00, NR,-50.00,-144.00, 55.0,  980.0,wellington,  68.297,  67.833,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-10 18:00:00, NR,-11.70,-169.60, 20.0, 1002.0,nadi,   4.063,   5.822,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-11 00:00:00, NR,-12.60,-169.70, 25.0, 1000.0,nadi,   9.533,  10.347,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-11 06:00:00, NR,-12.80,-169.30, 25.0, 1000.0,nadi,   9.533,  10.347,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-11 12:00:00, NR,-13.10,-168.80, 25.0, 1000.0,nadi,   9.533,  10.347,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-11 18:00:00, NR,-13.30,-168.30, 25.0,  999.0,nadi,   9.533,  15.535,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-12 00:00:00, NR,-13.40,-167.80, 30.0,  998.0,nadi,  18.938,  19.367,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-12 06:00:00, NR,-13.30,-167.30, 30.0,  997.0,nadi,  18.938,  23.077,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-12 12:00:00, NR,-13.00,-166.50, 30.0,  997.0,nadi,  18.938,  23.077,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-12 18:00:00, NR,-12.80,-165.80, 35.0,  995.0,nadi,  30.934,  31.282,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-13 00:00:00, NR,-12.90,-165.30, 35.0,  993.0,nadi,  30.934,  39.578,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-13 06:00:00, NR,-13.10,-164.60, 40.0,  990.0,nadi,  41.555,  42.353,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-13 12:00:00, NR,-13.20,-164.40, 50.0,  985.0,nadi,  56.334,  56.983,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-13 18:00:00, NR,-13.40,-164.10, 60.0,  975.0,nadi,  70.409,  70.377,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-14 00:00:00, NR,-13.80,-163.80, 70.0,  965.0,nadi,  79.910,  80.241,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-14 06:00:00, NR,-14.00,-163.40, 80.0,  950.0,nadi,  85.253,  88.989,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-14 12:00:00, NR,-14.40,-162.10, 95.0,  935.0,nadi,  94.082,  94.510,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-14 18:00:00, NR,-15.40,-160.70, 90.0,  940.0,nadi,  90.723,  92.428,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-15 00:00:00, NR,-16.70,-159.70, 90.0,  940.0,nadi,  90.723,  92.428,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-15 06:00:00, NR,-17.90,-159.10, 85.0,  945.0,nadi,  89.155,  90.618,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-15 12:00:00, NR,-19.40,-158.80, 80.0,  950.0,nadi,  85.253,  88.989,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-15 18:00:00, NR,-20.60,-158.60, 70.0,  965.0,nadi,  79.910,  80.241,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-16 00:00:00, NR,-21.40,-159.50, 75.0,  970.0,nadi,  82.790,  76.259,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-16 06:00:00, NR,-22.30,-159.80, 60.0,  975.0,nadi,  70.409,  70.377,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-16 12:00:00, NR,-23.30,-160.30, 55.0,  980.0,nadi,  65.323,  64.706,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-16 18:00:00, NR,-24.50,-161.80, 55.0,  985.0,nadi,  65.323,  56.983,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-17 00:00:00, NR,-24.60,-162.60, 40.0,  990.0,nadi,  41.555,  42.353,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-17 06:00:00, NR,-25.00,-164.00, 35.0,  994.0,nadi,  30.934,  38.582,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-17 12:00:00, NR,-25.00,-165.00, 35.0,  994.0,wellington,  28.728,  35.828,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-17 18:00:00, NR,-26.00,-165.00, 35.0,  994.0,wellington,  28.728,  35.828,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-18 00:00:00, NR,-26.00,-165.00, 35.0,  992.0,wellington,  28.728,  37.441,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-18 06:00:00, NR,-26.00,-165.00, 35.0,  992.0,wellington,  28.728,  37.441,main
2005042S12190,2005,08, SP, MM,NANCY,2005-02-18 12:00:00, NR,-26.00,-167.00, 35.0,  995.0,wellington,  28.728,  29.635,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-23 00:00:00, NR, -8.50, 172.80, 20.0, 1002.0,nadi,   4.063,   5.822,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-23 06:00:00, NR, -8.20, 173.90, 20.0, 1002.0,nadi,   4.063,   5.822,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-23 12:00:00, NR, -7.90, 175.10, 20.0, 1002.0,nadi,   4.063,   5.822,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-23 18:00:00, NR, -7.70, 176.30, 20.0, 1002.0,nadi,   4.063,   5.822,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-24 00:00:00, NR, -7.60, 177.40, 25.0, 1000.0,nadi,   9.533,  10.347,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-24 06:00:00, NR, -7.70, 178.70, 30.0,  998.0,nadi,  18.938,  19.367,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-24 12:00:00, NR, -7.90, 179.80, 30.0,  997.0,nadi,  18.938,  23.077,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-24 18:00:00, NR, -8.20,-179.30, 35.0,  995.0,nadi,  30.934,  31.282,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-25 00:00:00, NR, -8.50,-178.40, 40.0,  990.0,nadi,  41.555,  42.353,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-25 06:00:00, NR, -8.60,-177.70, 50.0,  985.0,nadi,  56.334,  56.983,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-25 12:00:00, NR, -8.80,-176.50, 60.0,  975.0,nadi,  70.409,  70.377,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-25 18:00:00, NR, -8.90,-175.50, 75.0,  960.0,nadi,  82.790,  83.469,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-26 00:00:00, NR, -9.30,-173.90, 80.0,  955.0,nadi,  85.253,  86.697,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-26 06:00:00, NR, -9.80,-172.90, 80.0,  950.0,nadi,  85.253,  88.989,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-26 12:00:00, NR,-10.30,-171.50, 85.0,  945.0,nadi,  89.155,  90.618,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-26 18:00:00, NR,-10.50,-170.70, 90.0,  935.0,nadi,  90.723,  94.510,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-27 00:00:00, NR,-10.80,-169.60,100.0,  925.0,nadi,  95.074,  96.410,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-27 06:00:00, NR,-10.90,-168.60,100.0,  925.0,nadi,  95.074,  96.410,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-27 12:00:00, NR,-11.00,-167.60,100.0,  925.0,nadi,  95.074,  96.410,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-27 18:00:00, NR,-11.00,-166.40, 90.0,  935.0,nadi,  90.723,  94.510,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-28 00:00:00, NR,-11.00,-166.40, 90.0,  935.0,nadi,  90.723,  94.510,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-28 06:00:00, NR,-11.90,-165.20, 85.0,  945.0,nadi,  89.155,  90.618,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-28 12:00:00, NR,-12.30,-165.10, 90.0,  940.0,nadi,  90.723,  92.428,main
2005054S09173,2005,09, SP, MM,PERCY,2005-02-28 18:00:00, NR,-12.60,-165.00, 90.0,  940.0,nadi,  90.723,  92.428,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-01 00:00:00, NR,-13.20,-165.00, 90.0,  935.0,nadi,  90.723,  94.510,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-01 06:00:00, NR,-13.60,-165.10, 90.0,  935.0,nadi,  90.723,  94.510,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-01 12:00:00, NR,-13.90,-165.00, 95.0,  930.0,nadi,  94.082,  95.626,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-01 18:00:00, NR,-14.90,-164.90,115.0,  915.0,nadi,  97.985,  98.281,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-02 00:00:00, NR,-15.70,-165.20,120.0,  910.0,nadi,  98.784,  98.974,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-02 06:00:00, NR,-16.30,-165.20,125.0,  900.0,nadi,  99.104,  99.276,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-02 12:00:00, NR,-17.60,-165.10,125.0,  900.0,nadi,  99.104,  99.276,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-02 18:00:00, NR,-18.50,-164.80,120.0,  910.0,nadi,  98.784,  98.974,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-03 00:00:00, NR,-19.60,-164.60,115.0,  915.0,nadi,  97.985,  98.281,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-03 06:00:00, NR,-20.60,-164.00, 90.0,  940.0,nadi,  90.723,  92.428,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-03 12:00:00, NR,-21.60,-163.50, 90.0,  940.0,nadi,  90.723,  92.428,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-03 18:00:00, NR,-22.80,-162.80, 75.0,  960.0,nadi,  82.790,  83.469,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-04 00:00:00, NR,-23.70,-161.90, 70.0,  965.0,nadi,  79.910,  80.241,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-04 06:00:00, NR,-24.20,-160.10, 65.0,  970.0,nadi,  75.880,  76.259,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-04 12:00:00, NR,-24.60,-158.50, 60.0,  975.0,nadi,  70.409,  70.377,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-04 18:00:00, NR,-25.10,-155.50, 50.0,  980.0,wellington,  59.933,  67.833,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-05 00:00:00, NR,-26.00,-153.00, 35.0,  986.0,wellington,  28.728,  59.221,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-05 06:00:00, NR,-27.00,-150.00, 35.0,  992.0,wellington,  28.728,  37.441,main
2005054S09173,2005,09, SP, MM,PERCY,2005-03-05 12:00:00, NR,-26.00,-148.00, 40.0, 1001.0,wellington,  37.989,   4.604,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-02-28 18:00:00, NR,-11.80, 179.00, 15.0, 1004.0,nadi,   0.352,   2.172,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-01 00:00:00, NR,-12.10,-179.50, 15.0, 1004.0,nadi,   0.352,   2.172,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-01 06:00:00, NR,-12.20,-178.10, 15.0, 1003.0,nadi,   0.352,   4.827,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-01 12:00:00, NR,-12.30,-177.40, 15.0, 1003.0,nadi,   0.352,   4.827,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-01 18:00:00, NR,-12.20,-176.80, 20.0, 1002.0,nadi,   4.063,   5.822,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-02 00:00:00, NR,-12.20,-176.40, 20.0, 1002.0,nadi,   4.063,   5.822,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-02 06:00:00, NR,-12.10,-175.70, 20.0, 1000.0,nadi,   4.063,  10.347,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-02 12:00:00, NR,-12.00,-174.90, 20.0, 1000.0,nadi,   4.063,  10.347,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-02 18:00:00, NR,-11.90,-174.20, 20.0, 1000.0,nadi,   4.063,  10.347,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-03 00:00:00, NR,-12.00,-173.20, 20.0, 1000.0,nadi,   4.063,  10.347,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-03 06:00:00, NR,-12.20,-172.30, 20.0, 1000.0,nadi,   4.063,  10.347,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-03 12:00:00, NR,-12.50,-171.60, 25.0,  999.0,nadi,   9.533,  15.535,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-03 18:00:00, NR,-13.20,-171.00, 25.0,  999.0,nadi,   9.533,  15.535,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-04 00:00:00, NR,-14.00,-170.60, 25.0,  999.0,nadi,   9.533,  15.535,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-04 06:00:00, NR,-15.00,-168.80, 30.0,  998.0,nadi,  18.938,  19.367,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-04 12:00:00, NR,-15.20,-168.70, 30.0,  998.0,nadi,  18.938,  19.367,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-04 18:00:00, NR,-16.00,-167.30, 30.0,  998.0,nadi,  18.938,  19.367,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-05 00:00:00, NR,-17.00,-167.10, 30.0,  997.0,nadi,  18.938,  23.077,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-05 06:00:00, NR,-18.00,-166.30, 30.0,  997.0,nadi,  18.938,  23.077,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-05 12:00:00, NR,-18.90,-165.80, 30.0,  997.0,nadi,  18.938,  23.077,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-05 18:00:00, NR,-20.50,-164.70, 35.0,  995.0,nadi,  30.934,  31.282,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-06 00:00:00, NR,-21.90,-163.80, 40.0,  990.0,nadi,  41.555,  42.353,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-06 06:00:00, NR,-22.80,-162.70, 35.0,  995.0,nadi,  30.934,  31.282,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-06 12:00:00, NR,-22.90,-161.30, 30.0,  997.0,nadi,  18.938,  23.077,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-06 18:00:00, NR,-22.00,-160.30, 30.0,  998.0,nadi,  18.938,  19.367,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-07 00:00:00, NR,-23.00,-159.50, 30.0,  998.0,nadi,  18.938,  19.367,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-07 06:00:00, NR,-23.10,-159.10, 30.0,  998.0,nadi,  18.938,  19.367,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-07 12:00:00, NR,-23.20,-158.80, 25.0,  999.0,nadi,   9.533,  15.535,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-07 18:00:00, NR,-23.30,-158.60, 20.0, 1002.0,nadi,   4.063,   5.822,main
2005060S12179,2005,10, SP, MM,RAE:RAY,2005-03-08 00:00:00, NR,-23.40,-158.40, 20.0, 1002.0,nadi,   4.063,   5.822,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-04 00:00:00, NR,-11.50, 140.00, 20.0, 1007.0,bom,   4.090,   0.805,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-04 06:00:00, NR,-11.50, 141.00, 20.0, 1007.0,bom,   4.090,   0.805,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-04 12:00:00, NR,-11.50, 142.00, 25.0, 1007.0,bom,  10.794,   0.805,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-04 18:00:00, NR,-11.50, 143.30, 25.0, 1007.0,bom,  10.794,   0.805,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-05 00:00:00, NR,-11.70, 144.30, 30.0, 1007.0,bom,  24.615,   0.805,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-05 06:00:00, NR,-12.00, 145.20, 30.0, 1004.0,bom,  24.615,   4.999,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-05 12:00:00, NR,-12.30, 146.40, 35.0, 1004.0,bom,  33.664,   4.999,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-05 18:00:00, NR,-12.40, 148.00, 35.0, 1002.0,bom,  33.664,  10.564,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-06 00:00:00, NR,-12.70, 148.20, 40.0, 1000.0,bom,  45.047,  16.735,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-06 03:00:00, NR,-13.00, 148.20, 45.0,  990.0,bom,  53.786,  51.037,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-06 06:00:00, NR,-13.40, 148.40, 50.0,  985.0,bom,  61.120,  62.645,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-06 12:00:00, NR,-13.60, 148.70, 70.0,  975.0,bom,  80.477,  76.514,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-06 18:00:00, NR,-13.80, 149.00, 80.0,  965.0,bom,  86.417,  84.199,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-07 00:00:00, NR,-14.10, 148.70, 85.0,  960.0,bom,  90.518,  87.265,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-07 06:00:00, NR,-14.30, 148.60,100.0,  945.0,bom,  95.920,  94.267,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-07 12:00:00, NR,-14.30, 148.40,100.0,  945.0,bom,  95.920,  94.267,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-07 18:00:00, NR,-14.00, 147.90,110.0,  940.0,bom,  98.254,  95.542,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-08 00:00:00, NR,-13.80, 147.40,115.0,  935.0,bom,  99.060,  96.766,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-08 06:00:00, NR,-14.00, 146.90,120.0,  930.0,bom,  99.411,  97.546,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-08 12:00:00, NR,-13.90, 146.50,115.0,  935.0,bom,  99.060,  96.766,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-08 18:00:00, NR,-13.60, 146.10,110.0,  940.0,bom,  98.254,  95.542,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-09 00:00:00, NR,-13.60, 145.60,110.0,  940.0,bom,  98.254,  95.542,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-09 06:00:00, NR,-13.40, 145.10,100.0,  945.0,bom,  95.920,  94.267,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-09 12:00:00, NR,-13.30, 144.50, 90.0,  960.0,bom,  92.604,  87.265,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-09 15:00:00, NR,-13.30, 144.00, 90.0,  960.0,bom,  92.604,  87.265,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-09 16:00:00, NR,-13.30, 144.00, 90.0,  960.0,bom,  92.604,  87.265,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-09 18:00:00, NR,-13.20, 143.80, 95.0,  955.0,bom,  94.505,  89.964,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-09 19:00:00, NR,-13.20, 143.70, 95.0,  955.0,bom,  94.505,  89.964,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-09 20:00:00, NR,-13.30, 143.50, 97.0,  953.0,bom,  95.135,  92.019,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-09 21:00:00, NR,-13.30, 143.40, 85.0,  965.0,bom,  90.518,  84.199,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-10 00:00:00, NR,-13.20, 142.80, 60.0,  975.0,bom,  72.183,  76.514,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-10 06:00:00, NR,-13.20, 142.30, 50.0,  985.0,bom,  61.120,  62.645,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-10 12:00:00, NR,-13.00, 141.50, 40.0,  990.0,bom,  45.047,  51.037,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-10 18:00:00, NR,-12.70, 140.10, 60.0,  978.0,bom,  72.183,  74.337,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-11 00:00:00, NR,-12.50, 139.40, 70.0,  970.0,bom,  80.477,  80.669,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-11 03:00:00, NR,-12.50, 139.00, 80.0,  961.0,bom,  86.417,  87.123,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-11 06:00:00, NR,-12.30, 138.70, 85.0,  956.0,bom,  90.518,  89.719,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-11 09:00:00, NR,-12.20, 138.20, 90.0,  951.0,bom,  92.604,  92.334,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-11 12:00:00, NR,-12.10, 137.80,100.0,  944.0,bom,  95.920,  95.162,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-11 15:00:00, NR,-12.00, 137.30,115.0,  937.0,bom,  99.060,  96.586,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-11 18:00:00, NR,-11.90, 136.80,125.0,  924.0,bom,  99.628,  98.673,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-11 21:00:00, NR,-11.80, 136.30,125.0,  924.0,bom,  99.628,  98.673,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-12 00:00:00, NR,-11.60, 135.90,125.0,  924.0,bom,  99.628,  98.673,main
2005063S11140,2005,11, SP, EA,INGRID,2005-03-12 03:00:00, NR,-11.60, 135.30,125.0,  924.0,bom,  99.628,  98.673,main
2005063S11140,2005,11, SI, WA,INGRID,2005-03-12 06:00:00, NR,-11.50, 134.90,125.0,  924.0,bom,  99.628,  98.673,main
2005063S11140,2005,11, SI, WA,INGRID,2005-03-12 09:00:00, NR,-11.50, 134.40,125.0,  924.0,bom,  99.628,  98.673,main
2005063S11140,2005,11, SI, WA,INGRID,2005-03-12 12:00:00, NR,-11.40, 133.90,125.0,  924.0,bom,  99.628,  98.673,main
2005063S11140,2005,11, SI, WA,INGRID,2005-03-12 15:00:00, NR,-11.30, 133.30,115.0,  934.0,bom,  99.060,  97.314,main
2005063S11140,2005,11, SI, WA,INGRID,2005-03-12 18:00:00, NR,-11.20, 132.90,100.0,  948.0,bom,  95.920,  93.797,main
2005063S11140,2005,11, SI, WA,INGRID,2005-03-12 21:00:00, NR,-11.20, 132.50, 90.0,  948.0,bom,  92.604,  93.797,main
2005063S11140,2005,11, SI, WA,INGRID,2005-03-13 00:00:00, NR,-11.20, 132.10, 90.0,  950.0,bom,  92.604,  92.444,main
2005063S11140,2005,11, SI, WA,INGRID,2005-03-13 03:00:00, NR,-11.30, 131.70, 80.0,  956.0,bom,  86.417,  89.719,main
2005063S11140,2005,11, SI, WA,INGRID,2005-03-13 06:00:00, NR,-11.30, 131.30, 80.0,  956.0,bom,  86.417,  89.719,main
2005063S11140,2005,11, SI, WA,INGRID,2005-03-13 09:00:00, NR,-11.40, 131.10, 70.0,  963.0,bom,  80.477,  86.569,main
2005063S11140,2005,11, SI, WA,INGRID,2005-03-13 12:00:00, NR,-11.40, 130.80, 70.0,  964.0,bom,  80.477,  86.131,main
2005063S11140,2005,11, SI, WA,INGRID,2005-03-13 15:00:00, NR,-11.40, 130.50, 70.0,  966.0,bom,  80.477,  83.709,main
